2013,Preparation and characterization of a conductive polyaniline/polysulfone film and evaluation of the effect of co-solvent,"Farrokhzad H., Van Gerven T., Van Der Bruggen B.",143057,European Polymer Journal,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,3,3,0,0,0,16
2012,Separation of a high-value pharmaceutical compound from waste ethanol by nanofiltration,"Martinez M.B., Van der Bruggen B., Negrin Z.R., Luis Alconero P.",1226086X,Journal of Industrial and Engineering Chemistry,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,3,2,1,1,0,16
2010,Pervaporation Membrane Reactors,Van der Bruggen B.,,Comprehensive Membrane Science and Engineering,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,5,2,0,0,0,0,16
2009,Influence of storage conditions on aroma compounds in coffee pads using static headspace GC-MS,"Brohan M., Huybrighs T., Wouters C., Van der Bruggen B.",3088146,Food Chemistry,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,2,3,1,1,0,16
2006,Chemical surface modification of γ-Al<inf>2</inf>O<inf>3</inf> and TiO<inf>2</inf> toplayer membranes for increased hydrophobicity,"Verrecht B., Leysen R., Buekenhoudt A., Vandecasteele C., Van der Bruggen B.",119164,Desalination,200, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3,1,2,1,2,0,1,0,16
2001,The use of nanofiltration for the removal of pesticides from groundwater: An evaluation,"Van der Bruggen B., Everaert K., Wilms D., Vandecasteele C.",16069749,Water Science and Technology: Water Supply,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,2,1,0,2,1,0,1,0,0,1,0,0,0,16
2019,Technology-driven layer-by-layer assembly of a membrane for selective separation of monovalent anions and antifouling,"Zhao Y., Gao C., Van Der Bruggen B.",20403364,Nanoscale,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,15
2018,Nanocomposite polyvinyl chloride-based heterogeneous cation exchange membrane prepared by synthesized ZnQ<inf>2</inf> nanoparticles: Ionic behavior and morphological characterization,"Hosseini S.M., Jashni E., Jafari M.R., Van der Bruggen B., Shahedi Z.",3767388,Journal of Membrane Science,560, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,15
2018,Robust Multilayer Graphene-Organic Frameworks for Selective Separation of Monovalent Anions,"Zhao Y., Zhu J., Li J., Zhao Z., Charchalac Ochoa S.I., Shen J., Gao C., Van Der Bruggen B.",19448244,ACS Applied Materials and Interfaces,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,0,15
2018,Mussel-inspired modification of ion exchange membrane for monovalent separation,"Li J., Yuan S., Wang J., Zhu J., Shen J., Van der Bruggen B.",3767388,Journal of Membrane Science,553, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,0,15
2018,New promising polymer for organic solvent nanofiltration: Oxidized poly (arylene sulfide sulfone),"Yuan S., Wang J., Li X., Zhu J., Volodine A., Wang X., Yang J., Van Puyvelde P., Van der Bruggen B.",3767388,Journal of Membrane Science,549, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,15
2018,Formation of morphologically confined nanospaces via self-assembly of graphene and nanospheres for selective separation of lithium,"Zhao Y., Zhou C., Wang J., Liu H., Xu Y., Seo J.W., Shen J., Gao C., Van Der Bruggen B.",20507488,Journal of Materials Chemistry A,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,15
2018,Promising bulk production of a potentially benign bisphenol A replacement from a hardwood lignin platform,"Koelewijn S.-F., Cooreman C., Renders T., Andecochea Saiz C., Van Den Bosch S., Schutyser W., De Leger W., Smet M., Van Puyvelde P., Witters H., Van Der Bruggen B., Sels B.F.",14639262,Green Chemistry,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,15
2017,Fabrication of Polyimide Membrane Incorporated with Functional Graphene Oxide for CO<inf>2</inf> Separation: The Effects of GO Surface Modification on Membrane Performance,"Wang T., Cheng C., Wu L.-G., Shen J.-N., Van Der Bruggen B., Chen Q., Chen D., Dong C.-Y.",0013936X,Environmental Science and Technology,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,15
2016,Extraction of Amphoteric Amino Acid by Bipolar Membrane Electrodialysis: Methionine Acid as a Case Study,"Lin X., Pan J., Zhou M., Xu Y., Lin J., Shen J., Gao C., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,1,0,15
2016,Recovery of chemically degraded polyethyleneimine by a re-modification method: Prolonging the lifetime of cation exchange membranes,"Zhao Y., Tang K., Liu Q., Van Der Bruggen B., Diaz A.S., Pan J., Gao C., Shen J.",20462069,RSC Advances,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,2,0,15
2015,Extracellular polymeric substances removal of dual-layer (PES/PVDF) hollow fiber UF membrane comprising multi-walled carbon nanotubes for preventing RO biofouling,"Liu T.-Y., Tong Y., Liu Z.-H., Lin H.-H., Lin Y.-K., Van Der Bruggen B., Wang X.-L.",13835866,Separation and Purification Technology,148, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,2,1,0,15
2015,Polyvinylidene fluoride dense membrane for the pervaporation of methyl acetate-methanol mixtures,"Genduso G., Farrokhzad H., Latre Y., Darvishmanesh S., Luis P., Van der Bruggen B.",3767388,Journal of Membrane Science,482, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,15
2014,Behavior of As(V) with ZVI-H<inf>2</inf>O system and the reduction to As(0),"Mondal P., Bhowmick S., Jullok N., Ye W., Van Renterghem W., Van Den Berghe S., Van Der Bruggen B.",19327447,Journal of Physical Chemistry C,118,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,1,1,0,15
2014,Membrane crystallization for the recovery of a pharmaceutical compound from waste streams,"Brito Martinez M., Jullok N., Rodriguez Negrin Z., Van der Bruggen B., Luis P.",2638762,Chemical Engineering Research and Design,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0,0,15
2012,Sorption and diffusivity study of acetic acid and water in polymeric membranes,"Jullok N., Deforche T., Luis P., Van der Bruggen B.",92509,Chemical Engineering Science,78, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,5,3,0,0,0,15
2006,"Evaluation of self-made nanoporous polyethersulfone membranes, relative to commercial nanofiltration membranes","Boussu K., Van der Bruggen B., Vandecasteele C.",119164,Desalination,200, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,1,0,2,1,2,0,0,0,15
2005,Manipulating filterability of MBR activated sludge by pulsed substrate addition,"Evenblij H., Verrecht B., van der Graaf J.H.J.M., Van der Bruggen B.",119164,Desalination,178, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,2,0,1,2,1,0,0,1,0,0,0,15
2019,Thin film nanocomposite reverse osmosis membrane modified by two dimensional laminar MoS<inf>2</inf> with improved desalination performance and fouling-resistant characteristics,"Li Y., Yang S., Zhang K., Van der Bruggen B.",119164,Desalination,454, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14
2018,A rapid deposition of polydopamine coatings induced by iron (III) chloride/hydrogen peroxide for loose nanofiltration,"Zhu J., Tsehaye M.T., Wang J., Uliana A., Tian M., Yuan S., Li J., Zhang Y., Volodin A., Van der Bruggen B.",219797,Journal of Colloid and Interface Science,523, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,14
2018,Potential of DMSO as greener solvent for PES ultra- and nanofiltration membrane preparation,"Evenepoel N., Wen S., Tilahun Tsehaye M., Van der Bruggen B.",218995,Journal of Applied Polymer Science,135,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14
2018,Construction of graphene oxide based mixed matrix membranes with CO<inf>2</inf>-philic sieving gas-transport channels through strong π-π Interactions,"Cong S., Li H., Shen X., Wang J., Zhu J., Liu J., Zhang Y., Van Der Bruggen B.",20507488,Journal of Materials Chemistry A,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,14
2018,Activated carbon nanoparticles entrapped mixed matrix polyethersulfone based nanofiltration membrane for sulfate and copper removal from water,"Hosseini S.M., Amini S.H., Khodabakhshi A.R., Bagheripour E., Van der Bruggen B.",18761070,Journal of the Taiwan Institute of Chemical Engineers,82, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,14
2016,"Retrofitting of extractive distillation columns with high flux, low separation factor membranes: A way to reduce the energy demand?","Genduso G., Amelio A., Colombini E., Luis P., Degreve J., Van der Bruggen B.",2638762,Chemical Engineering Research and Design,109, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,0,14
2011,Nanofiltration membranes enhanced with TiO<inf>2</inf> nanoparticles: A comprehensive study,"Sotto A., Boromand A., Balta S., Darvishmanash S., Kim J., Van der Bruggen B.",19443994,Desalination and Water Treatment,34, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,5,1,0,14
2010,Chapter 3 The Global Water Recycling Situation,Van der Bruggen B.,18712711,Sustainability Science and Engineering,2, C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,1,3,0,0,14
2010,The effect of UF on the efciency of O<inf>3</inf>/H<inf>2</inf>O<inf>2</inf> for the removal of organics from surface water,"Saquib M., Vinckier C., van der Bruggen B.",119164,Desalination,260, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,1,1,1,1,0,14
2004,How a microfiltration pretreatment affects the performance in nanofiltration,"Van Der Bruggen B., Segers D., Vandecasteele C., Braeken L., Volodin A., Van Haesendonck C.",1496395,Separation Science and Technology,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,1,2,1,0,0,1,2,0,0,0,14
2019,High flux thin film nanocomposite membranes based on porous organic polymers for nanofiltration,"Ren Y., Zhu J., Cong S., Wang J., Van der Bruggen B., Liu J., Zhang Y.",3767388,Journal of Membrane Science,585, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,13
2018,Fabrication of novel electrodialysis heterogeneous ion exchange membranes by incorporating PANI/GO functionalized composite nanoplates,"Hosseini S.M., Jashni E., Habibi M., Van der Bruggen B.",9477047,Ionics,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,13
2017,Preparation of High-Flux Nanoporous Solvent Resistant Polyacrylonitrile Membrane with Potential Fractionation of Dyes and Na<inf>2</inf>SO<inf>4</inf>,"Xu Y., Lin J., Gao C., Van Der Bruggen B., Shen Q., Shao H., Shen J.",8885885,Industrial and Engineering Chemistry Research,56,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,13
2017,Process Economic Evaluation of Resource Valorization of Seawater Concentrate by Membrane Technology,"Zhang W., Miao M., Pan J., Sotto A., Shen J., Gao C., Van Der Bruggen B.",21680485,ACS Sustainable Chemistry and Engineering,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,13
2017,Influence of PVP content on degradation of PES/PVP membranes: Insights from characterization of membranes with controlled composition,"Kourde-Hanafi Y., Loulergue P., Szymczyk A., Van der Bruggen B., Nachtnebel M., Rabiller-Baudry M., Audic J.-L., Polt P., Baddari K.",3767388,Journal of Membrane Science,533, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,0,13
2016,Investigation of different additives to monoethanolamine (MEA) as a solvent for CO<inf>2</inf> capture,"Ramazani R., Mazinani S., Jahanmiri A., Darvishmanesh S., Van der Bruggen B.",18761070,Journal of the Taiwan Institute of Chemical Engineers,65, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,0,13
2015,Co-ion fluxes of simple inorganic ions in electrodialysis metathesis and conventional electrodialysis,"Rottiers T., De la Marche G., Van der Bruggen B., Pinoy L.",3767388,Journal of Membrane Science,492, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,0,0,13
2015,Thermal conductivity prediction of pure liquids using multi-layer perceptron neural network,"Najafi A., Hamzehie M.E., Najibi H., Soleimani M., Van Gerven T., Van Der Bruggen B., Mazinani S.",8878722,Journal of Thermophysics and Heat Transfer,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,1,0,13
2014,Effect of physico-chemical parameters on inorganic arsenic removal from aqueous solution using a forward osmosis membrane,"Mondal P., Hermans N., Kim Tran A.T., Zhang Y., Fang Y., Wang X., Van Der Bruggen B.",22133437,Journal of Environmental Chemical Engineering,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,4,1,0,13
2013,A biologically inspired hydrophobic membrane for application in pervaporation,"Jullok N., Martinez R., Wouters C., Luis P., Sanz M.T., Van Der Bruggen B.",7437463,Langmuir,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,2,0,1,0,13
2011,Energetic valorization of wood waste: Estimation of the reduction in CO <inf>2</inf> emissions,"Vanneste J., Van Gerven T., Vander Putten E., Van der Bruggen B., Helsen L.",489697,Science of the Total Environment,409,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,2,0,1,0,13
2019,"Functionalized poly(arylene ether sulfone) containing hydroxyl units for the fabrication of durable, superhydrophobic oil/water separation membranes","Zhang G., Yuan S., Cao S., Yan G., Wang X., Yang J., Van Der Bruggen B.",20403364,Nanoscale,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12
2019,Facile synthesis of Kevlar nanofibrous membranes via regeneration of hydrogen bonds for organic solvent nanofiltration,"Yuan S., Swartenbroekx J., Li Y., Zhu J., Ceyssens F., Zhang R., Volodine A., Li J., Van Puyvelde P., Van der Bruggen B.",3767388,Journal of Membrane Science,573, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12
2019,Zwitterionic functionalized MoS<inf>2</inf> nanosheets for a novel composite membrane with effective salt/dye separation performance,"Liang X., Wang P., Wang J., Zhang Y., Wu W., Liu J., Van der Bruggen B.",3767388,Journal of Membrane Science,573, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12
2018,Layer-by-layer assembly of anion exchange membrane by electrodeposition of polyelectrolytes for improved antifouling performance,"Zhao Z., Shi S., Cao H., Li Y., Van der Bruggen B.",3767388,Journal of Membrane Science,558, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,12
2018,“Sandwich”-like structure modified anion exchange membrane with enhanced monovalent selectivity and fouling resistant,"Hao L., Liao J., Jiang Y., Zhu J., Li J., Zhao Y., Van der Bruggen B., Sotto A., Shen J.",3767388,Journal of Membrane Science,556, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,12
2018,Surface layer modification of AEMs by infiltration and photo-cross-linking to induce monovalent selectivity,"Liu H., Jiang Y., Ding J., Shi W., Pan J., Gao C., Shen J., van der Bruggen B.",11541,AIChE Journal,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,12
2015,Microfiltration and ultrafiltration membrane science and technology,"Escobar I.C., Van Der Bruggen B.",218995,Journal of Applied Polymer Science,132,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,1,0,12
2014,Separation of methanol-tetrahydrofuran mixtures by heteroazeotropic distillation and pervaporation,"Genduso G., Amelio A., Luis P., Van der Bruggen B., Vreysen S.",11541,AIChE Journal,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,0,1,0,12
2011,Free energies of the ion equilibrium partition of KCl into nanofiltration membranes based on transmembrane electrical potential and rejection,"Tu C.-H., Fang Y.-Y., Zhu J., Van Der Bruggen B., Wang X.-L.",7437463,Langmuir,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,1,1,0,0,12
2008,Technical and economical evaluation of water recycling in the carwash industry with membrane processes,"Boussu K., Van Baelen G., Colen W., Eelen D., Vanassche S., Vandecasteele C., Van Der Bruggen B.",2731223,Water Science and Technology,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,1,1,2,0,1,0,12
2007,Investigation of nanopores in nanofiltration membranes using slow positron beam techniques,"De Baerdemaeker J., Boussu K., Djourelov N., Van Der Bruggen B., Dauwe C., Weber M., Lynn K.G.",18626351,Physica Status Solidi (C) Current Topics in Solid State Physics,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,2,0,1,0,0,1,0,0,0,12
2018,Stable cycloaliphatic quaternary ammonium-tethered anion exchange membranes for electrodialysis,"Jiang Y., Liao J., Yang S., Li J., Xu Y., Ruan H., Sotto A., Van der Bruggen B., Shen J.",13815148,Reactive and Functional Polymers,130, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,11
2018,One-pot approach to prepare internally cross-linked monovalent selective anion exchange membranes,"Pan J., Ding J., Zheng Y., Gao C., Van der Bruggen B., Shen J.",3767388,Journal of Membrane Science,553, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,11
2017,"Experimental and correlation study of corrosion rate, absorption rate and CO<inf>2</inf> loading capacity in five blend solutions as new absorbents for CO<inf>2</inf> capture","Ramezani R., Mazinani S., Di Felice R., Van der Bruggen B.",18755100,Journal of Natural Gas Science and Engineering,45, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11
2016,Solubility and absorption rate enhancement of CO<inf>2</inf> in K<inf>2</inf>CO<inf>3</inf>,"Ramazani R., Mazinani S., Hafizi A., Jahanmiri A., Van der Bruggen B., Darvishmanesh S.",1496395,Separation Science and Technology (Philadelphia),51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,2,0,11
2015,Enhanced conductivity of monovalent cation exchange membranes with chitosan/PANI composite modification,"Li J., Xu Y., Hu M., Shen J., Gao C., Van Der Bruggen B.",20462069,RSC Advances,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,0,11
2011,Effect of membrane filtration on ozonation efficiency for removal of atrazine from surface water,"Luis P., Saquib M., Vinckier C., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,2,1,0,11
2019,Fabrication of composite polyamide/Kevlar aramid nanofiber nanofiltration membranes with high permselectivity in water desalination,"Li Y., Wong E., Mai Z., Van der Bruggen B.",3767388,Journal of Membrane Science,592, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,10
2018,Effects of climate change on water savings and water security from rainwater harvesting systems,"Kisakye V., Van der Bruggen B.",9213449,"Resources, Conservation and Recycling",138, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,10
2018,Assessment of the effluent quality of wet coffee processing wastewater and its influence on downstream water quality,"Dadi D., Mengistie E., Terefe G., Getahun T., Haddis A., Birke W., Beyene A., Luis P., Van der Bruggen B.",16423593,Ecohydrology and Hydrobiology,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,10
